      16,   0.136422,   0.978392,   0.040347
      35,   0.136056,   0.974486,   0.041201
      51,   0.137643,   0.976073,   0.040957
      67,   0.138986,   0.979369,   0.042422
      84,   0.137643,   0.982787,   0.044131
     101,   0.138619,   0.981933,   0.041934
     118,   0.139840,   0.980590,   0.039858
     134,   0.138131,   0.980834,   0.038271
     150,   0.135079,   0.982787,   0.038760
     166,   0.132515,   0.980223,   0.042056
     184,   0.132882,   0.968382,   0.032290
     200,   0.132882,   0.970579,   0.033877
     218,   0.130562,   0.978636,   0.036562
     233,   0.120063,   0.994140,   0.048160
     251,   0.115302,   0.990356,   0.049136
     267,   0.108832,   0.997925,   0.058170
     284,   0.112006,   1.000977,   0.059879
     300,   0.108710,   0.997436,   0.055240
     318,   0.101386,   0.985595,   0.046817
     334,   0.103339,   0.980345,   0.032900
     351,   0.100775,   0.973143,   0.027284
     366,   0.107367,   0.963010,   0.011903
     384,   0.100531,   0.963865,   0.012391
     401,   0.101630,   0.974974,   0.021669
     418,   0.109443,   0.972044,   0.025819
     434,   0.117256,   0.959714,   0.025087
     451,   0.122383,   0.971068,   0.030214
     467,   0.134713,   0.980590,   0.032045
     485,   0.145089,   0.983520,   0.037905
     501,   0.153024,   0.998779,   0.044619
     519,   0.164988,   1.006836,   0.061588
     534,   0.166697,   0.998535,   0.058903
     552,   0.157541,   1.002198,   0.053043
     567,   0.137154,   0.987304,   0.038393
     584,   0.125313,   0.997681,   0.027895
     601,   0.119819,   1.004029,   0.017152
     618,   0.124580,   1.000366,   0.018739
     634,   0.124825,   1.004883,   0.032656
     651,   0.127999,   0.986816,   0.048160
     666,   0.091741,   1.040164,   0.087835
     684,   0.112983,   1.027345,   0.084295
     700,   0.103461,   1.012330,   0.036562
     717,   0.103949,   0.988281,   0.015077
     735,   0.107367,   0.976561,   0.014466
     751,   0.108222,   0.976683,   0.014344
     767,   0.129830,   0.956907,   0.016297
     785,   0.139352,   0.961179,   0.022523
     800,   0.146066,   0.953244,   0.015809
     817,   0.138986,   0.942623,   0.010682
     835,   0.133248,   0.951291,   0.015687
     851,   0.109565,   1.005005,   0.022890
     869,   0.115425,   0.995727,   0.030214
     884,   0.137643,   0.988281,   0.037661
     900,   0.130196,   0.992797,   0.035219
     918,   0.119087,   0.996460,   0.030947
     933,   0.121406,   0.998657,   0.033632
     951,   0.122261,   0.997681,   0.031435
     968,   0.120430,   0.989257,   0.027651
     985,   0.109076,   0.979613,   0.026186
    1000,   0.111518,   1.003174,   0.029604
    1018,   0.116279,   1.014283,   0.040225
    1034,   0.126167,   1.008790,   0.063664
    1052,   0.105414,   0.992797,   0.044864
    1068,   0.094793,   0.966062,   0.016419
    1085,   0.092230,   0.967894,   0.017274
    1102,   0.091619,   0.993286,   0.037173
    1119,   0.090276,   1.004883,   0.045596
    1138,   0.066349,   0.959348,   0.048526
    1152,   0.068913,   0.986083,   0.022279
    1167,   0.075993,   0.971312,   0.022401
    1186,   0.062931,   0.973997,   0.016908
    1201,   0.068303,   0.975462,   0.003479
    1218,   0.057193,   0.950192,  -0.011414
    1235,   0.109809,   0.823231,   0.161082
    1252,   0.041567,   1.046145,  -0.007996
    1267,   0.068180,   1.117195,   0.041201
    1285,   0.049014,   1.014649,   0.046573
    1301,   0.072331,   0.957273,   0.028749
    1319,   0.180248,   1.043338,  -0.085638
    1335,   0.061222,   1.084478,  -0.023134
    1352,   0.055851,   1.037478,   0.038760
    1367,   0.068547,   0.974974,   0.128243
    1385,   0.071965,   0.971556,   0.122993
    1400,   0.100165,   0.952756,   0.056339
    1419,   0.102240,   0.915644,  -0.003968
    1436,   0.117256,   0.949460,   0.012879
    1451,   0.112495,   0.806507,   0.037295
    1469,   0.214430,   1.055545,  -0.069035
    1485,   0.218580,   1.029299,   0.026674
    1501,   0.285723,   0.980223,  -0.053409
    1518,   0.299640,   0.977049,  -0.065617
    1535,   0.334920,   0.923946,  -0.045596
    1552,   0.368614,   0.882805,  -0.005432
    1568,   0.354819,   0.894037,  -0.030580
    1585,   0.353354,   0.906122,  -0.045962
    1601,   0.441616,   0.921748,  -0.057560
    1620,   0.536349,   0.899774,  -0.070134
    1635,   0.480803,   0.886712,  -0.065373
    1653,   0.476286,   0.863517,  -0.050357
    1668,   0.463346,   0.855948,  -0.021425
    1685,   0.526949,   0.848013,  -0.004822
    1703,   0.605811,   0.840078,  -0.013123
    1718,   0.664164,   0.828115,  -0.015565
    1735,   0.704450,   0.800891,  -0.011781
    1751,   0.712507,   0.772691,  -0.002991
    1768,   0.734847,   0.703839,   0.001160
    1786,   0.724715,   0.665995,  -0.006165
    1801,   0.734481,   0.679912,  -0.011903
    1819,   0.754013,   0.698224,  -0.068791
    1835,   0.777574,   0.667460,  -0.075505
    1853,   0.850943,   0.534884,  -0.072453
    1868,   0.866081,   0.512666,  -0.126167
    1886,   0.900385,   0.496429,  -0.138619
    1902,   0.917964,   0.468351,  -0.125923
    1919,   0.924434,   0.442959,  -0.130318
    1935,   0.914179,   0.388024,  -0.133492
    1951,   0.908198,   0.370323,  -0.140695
    1967,   0.955197,   0.343588,  -0.166209
    1986,   0.964231,   0.262284,  -0.126289
    2002,   0.969847,   0.220900,  -0.117744
    2019,   0.970823,   0.220045,  -0.122383
    2035,   0.973143,   0.219679,  -0.123848
    2053,   0.967527,   0.238235,  -0.121651
    2069,   0.955564,   0.200146,  -0.149728
    2086,   0.949704,   0.148263,  -0.174632
    2103,   0.949216,   0.093206,  -0.169017
    2120,   0.983520,   0.085271,  -0.134713
    2136,   0.993408,   0.081243,  -0.129341
    2152,   1.014161,   0.009217,  -0.148386
    2168,   0.971922,  -0.006775,  -0.197339
    2187,   0.940304,  -0.069157,  -0.203321
    2202,   0.964842,  -0.015077,  -0.197217
    2219,   1.024293,  -0.010193,  -0.162791
    2236,   1.031252,  -0.011536,  -0.164866
    2252,   0.984740,  -0.125435,  -0.219313
    2268,   0.951901,  -0.088812,  -0.222365
    2286,   0.938473,  -0.074773,  -0.207715
    2302,   0.956662,  -0.142037,  -0.210279
    2319,   0.987060,  -0.165599,  -0.199292
    2335,   0.964964,  -0.192822,  -0.213575
    2353,   0.976073,  -0.162302,  -0.216261
    2368,   1.016480,  -0.112861,  -0.177684
    2386,   0.996216,  -0.139718,  -0.199780
    2401,   0.976927,  -0.178050,  -0.190258
    2419,   0.978514,  -0.106879,  -0.190869
    2435,   0.992309,  -0.136544,  -0.182811
    2453,   0.979735,  -0.179515,  -0.195874
    2468,   0.928462,  -0.239700,  -0.235427
    2486,   0.958249,  -0.188549,  -0.221510
    2503,   0.980834,  -0.174022,  -0.215406
    2521,   0.987548,  -0.172313,  -0.208204
    2536,   0.984008,  -0.189404,  -0.206617
